id,tweet,task_1,label
hasoc_en_3651,australian damad fireiccworldcup cricketworldcup2019 indiancricketteam dhoni dhonikeepstheglove abvpnec2019 aajkamatch aajtak bcci shikhardhawan indiancricketteam worldcup19 hotstar virendrashehwag,NOT,0
hasoc_en_3652,usual wrong hack douchebag,NOT,0
hasoc_en_3653,said shell find workers didnt work elections2019 congress culture complete failures priyankagandhi arent responsible common workers shameless bunch congressmuktbharat needed better india,HOF,1
hasoc_en_3654,really take term dickhead new level,HOF,1
hasoc_en_3655,dickhead seriously,NOT,0
hasoc_en_3656,another trump stooge enabling sheep like trump shame saying would break law right faces always tool come defend fucktrump,HOF,1
hasoc_en_3657,doj work hide american people work trumpthey trump cover committee thats role gop holds recently fucktrump,NOT,0
hasoc_en_3658,stop trumptantrum nervousdonald quilty treason trumpisatraitor trumpliesmatter trumpisafraud world watching trumpcrimesyndicate trumpcriminalinvestigations happen trumpisnotabovethelaw,HOF,1
hasoc_en_3659,disappointing years planning yet failed organising worlds important cricket event shameonicc shouldnt held event season,NOT,0
hasoc_en_3660,country soon look like ever let china inin wayfinancejoint venturesland ownershipinfrastructure 5gyes hk got complacent britain 99 year leasethis longer hongkong knewboycottchina,NOT,0
hasoc_en_3661,savethedoctors doctorsfightback security service still 5 days authority failed assure security government hospitals responsible unforeseen collapse health skeleton wb ji kindly intervene,NOT,0
hasoc_en_3662,stfu murderer really wish would disappear get public arena people life may scared star struck ass kissers may care us stupid notice neverforget nicolesimpson rongoldman,HOF,1
hasoc_en_3663,seriously live different reality rest america impeachtrumpnow nokidsincages nowarwithiran trumpisaliar trumpisatraitor,NOT,0
hasoc_en_3664,except kill womb birth wrong rino babykiller murderer godless gutless ccot tcot,HOF,1
hasoc_en_3665,deserves cup worldcup2019 pathetic show instead wasting time dhonis gloves planned better part shameonicc shameshameicc cricketlive,NOT,0
hasoc_en_3666,r first cm state became satan amp villain entire country humiliating entire medical fraternity calling doctors protesting murderous assault colleague criminals shame doctorsfightback,HOF,1
hasoc_en_3667,first time happened uswe facing longnumerous incidents go unrecognised every part country due lack support enough enough stand strong stay united show strength doctorsfightback savethedoctor,NOT,0
hasoc_en_3668,trump national security threat trump disgusting sob trump national embarrassment trump treasonous traitor trump delusional piece shit handful deplorables like trump treasonous traitor trumpisatraitor impeachtrumpnow,HOF,1
hasoc_en_3669,sure stolen credit card good dont use buy porn star expensive dinner trumpisatraitor trumpcrimefamily impeachtrumpnow,NOT,0
hasoc_en_3670,1 trump didnt win election 2 trump obama helped economy 3 mexico helping trump preparing war us fucktrump notourpresident,NOT,0
hasoc_en_3671,would expect anything less pathologicalliar fucktrump,HOF,1
hasoc_en_3672,coming guy grew 70s loving nfl go away behind bars shameful guilty murderer,HOF,1
hasoc_en_3673,yes true favour terroristnationpakistan,HOF,1
hasoc_en_3674,america needs new president asap trump disaster getting worse worse trumpisatraitor guiltyassin whoremonger liarinchief derangeddonald billiondollarloser lowiqtrump draftdodger presidentbonespurs aryanagentorange nervousdonald,HOF,1
hasoc_en_3675,horrible trumpisatraitor trumpisafraud trumpisadictatorwannabe wakeupamerica,HOF,1
hasoc_en_3676,need doctors mamatabanerjee forgetting attact doctors westbengal directions shamful acts mamatafrustrated doctorsfightback,NOT,0
hasoc_en_3677,father brain function opinion fucktrump 25thamendmentnow,HOF,1
hasoc_en_3678,sat downstairs watching tv daughters bed upstairs 4yoblankie blankie blankie shout stairs babe know wont come call hubby youre dick dickhead kids mumblog blanket,HOF,1
hasoc_en_3679,party time trumps birthday celebrating john mccain day wonderful idea selfless mccain incredible amp brave war hero lets admire beautiful ship uss john mccain mccainday trumpisatraitor,NOT,0
hasoc_en_3680,happy johnmccainday douchebag,NOT,0
hasoc_en_3681,bigly war best wars nobody better wars fucktrump,NOT,0
hasoc_en_3682,arrogance chief minister reason doctorsprotest escalated much lesson power brought knees continue high handed approach towards workplace safety concerns people doctorsfightback,NOT,0
hasoc_en_3683,home douchebag,NOT,0
hasoc_en_3684,berman even news president lies resist resisttrump fucktrump,NOT,0
hasoc_en_3685,time outside box thinking shame seeing become since 2016 wrong biden need stop sounding like whiny little bitch talking wheresbill billmaher fucktrump 2020election,HOF,1
hasoc_en_3686,hey im stoked johnmccainday used funny times full life honorable man would never believe horrors happening short time since passed away trumpisatraitor biden,NOT,0
hasoc_en_3687,think little calculation amp get facts correct case fail dont comment savethesaviour doctorsfightback standwithnrs savethedoctors,NOT,0
hasoc_en_3688,russian college drop fold model amp escort really even laugh even assume russian compares 2 anything street walker pimp nomiddleground trumpisatraitor securityclearence resist,HOF,1
hasoc_en_3689,welcome start chest pains please remember start filming enjoy show case croak murderer,HOF,1
hasoc_en_3690,individual message logo displayed items clothing equipment icc cwc19 dhonikeeptheglove dhonikeepstheglove,NOT,0
hasoc_en_3691,nailing borisjohnsonshouldnotbepm,NOT,0
hasoc_en_3692,country deserves better draftdodging coward mccain served cadetbonespurs didnt fucktrump happy johnmcainday happy johnmcainday happy johnmcainday,NOT,0
hasoc_en_3693,swear happiest expression ever seen face trumpisadisgrace trumpisatraitor,NOT,0
hasoc_en_3694,leadership contest boris id l steer clear let bbc suck neverwozzers slagging tv amp turning media circus theyre good borisjohnsonshouldnotbepm leadershiphustings,HOF,1
hasoc_en_3695,people way association assassination die quicker whereas foretold mighty dragging dragging ended death yes die never dirtyniggr markbathompson blight demon murderer thief nataliewatts,HOF,1
hasoc_en_3696,rain win weather happy like pakistan avoid thrashing indvspak cwc19 shameonicc poor management stubborn guidelines cricketworldcup2019,NOT,0
hasoc_en_3697,ginni thomas plans new conservative supergroup protect president trump resist resisttrump fucktrump,NOT,0
hasoc_en_3698,life easy nonebut faith every pain justified one day saturdaymotivation saturdaymorning saturdaythoughts saturdayvibes saturdays dhonikeepstheglove dhonikesaathdesh indiawithdhoni motivationalquotes motivational thoughtoftheday india jaipur,NOT,0
hasoc_en_3699,heres another borisbehindbars borisjohnson borisjohnsonshouldnotbepm,HOF,1
hasoc_en_3700,shame honour killing organized cut throats mental officers amp mafiacm amp murderer may human urine fall yogis mouth amp uppolice b4 gaumutra,HOF,1
hasoc_en_3701,nyt ms conways violations actions thus erode principal foundation democratic system rule law blob thats trumps intent resist trumpisatraitor,NOT,0
hasoc_en_3702,guess cant rich thin commit treason many times trumpisatraitor,NOT,0
hasoc_en_3703,bad enough choose work rapist theyre also traitortrump supporters theyre useless,HOF,1
hasoc_en_3704,kashmir another jolt pakistan india decided use pakistani air space go oman bishek terroristnationpakistan modi pulwama,HOF,1
hasoc_en_3705,hey wanted wish happy johhmccainday fucking disgrace fakepresident fucktrump,HOF,1
hasoc_en_3706,dhonikeepstheglove sir ms dhoni carrion play gloves break icc rules indian support dhonikesaathdesh,NOT,0
hasoc_en_3707,dhonikeepstheglove iccwc2019 real hero dhoni dhonikesaathdesh hai dhoniisback,NOT,0
hasoc_en_3708,2007 boris johnson described anointment gordon brown pm following labour leadership election gigantic fraud scandal stitchup johnson hopes become pm exactly method boris borisjohnson borisjohnsonshouldnotbepm,HOF,1
hasoc_en_3709,stopborisjohnsonbecomingpm legit angers sht british public dont get decide want charge country isnt fit clean step 10 downing street let alone live borisjohnsonshouldnotbepm,NOT,0
hasoc_en_3710,idiottrump complete meltdown someone coughs,HOF,1
hasoc_en_3711,vigilantes helped steve bannons group private border wall near el paso resist resisttrump fucktrump,NOT,0
hasoc_en_3712,heard sleepy joe biden insulting trail loser hasnt even bankrupted 18 companies yet sad maga resist resistance fucktrump,HOF,1
hasoc_en_3713,save saviour doctorsprotest get time save saviours wear tshirt join doctors strike india join doctor strike bengal doctor protest doctors protest doctorsfightback doctorstrike,NOT,0
hasoc_en_3714,poor management people waited 4years extravaganza get treated shameonicc,NOT,0
hasoc_en_3715,doctorsagainstassualt doctorsfightback doctorstrike doctors strike please read take hippocratic oath sushruta wetcolddryhot look like vatapittakabhaothers ayurveda,NOT,0
hasoc_en_3716,truly crisis worst part delusional admirers probably never know theyll blame everyone else stupidity fear mongering hate greed lies fucktrump,NOT,0
hasoc_en_3717,xi fucktrump,NOT,0
hasoc_en_3718,dont understand military insignia equated prayers offered field understand want dhonikeepstheglove dont bring prayers controversy also like vinod rai said nonissue let like please,NOT,0
hasoc_en_3719,report nra directing money board members oversee spending resist resisttrump fucktrump,NOT,0
hasoc_en_3720,sad bday unable match twitter support popular hashtags trumpisatraitor impeachtrumpnow impeachdonaldtrumpnow impeachdonaldtrump impeachtrump impeachmentinquirynow bday wishes trumpforprison2020,NOT,0
hasoc_en_3721,day cant understand fucktrump,NOT,0
hasoc_en_3722,dhonikeepstheglove dhonikeeptheglove dhonikeepthegloves hey hypocrisy ki bhi koi sima hoti h violation violation rules rules,NOT,0
hasoc_en_3723,hey norway calling say youre douchebag,HOF,1
hasoc_en_3724,late trumpisatraitor impeachtrumpnow impeachmentinquirynow,NOT,0
hasoc_en_3725,peace liberty uyhgur pleasehelp freeuyghur saveuyghur metoouyghur prayforuyghur eastturkistan freedomforeastturkistan turkistan freedom humanrights china ccp genocide stopchina boycottchina stopgenocidechina rt,NOT,0
hasoc_en_3726,everyone waiting bhumrah bowl waiting dhoni keep indvsaus indiawithdhoni dhonikeepstheglove iccworldcup2019,NOT,0
hasoc_en_3727,gone done dickhead,HOF,1
hasoc_en_3728,hasnt fucktrump orangefoolius bebest maga americafirst,NOT,0
hasoc_en_3729,lady look normal pakvsind pakvind pakvsindia ndtv bengal doctorsprotest doctorsstrike doctorsunderoppression doctorstrike doctorsfightback,NOT,0
hasoc_en_3730,termsandconditions minor apply rapist tobehanged womenempowerment womensrights culturevulture culture freedom likeforlikes followforfollowback india,NOT,0
hasoc_en_3731,often hear tories muse johnson pm cheer everyone party looks like going hell handcart reckon might well hurtle towards inferno smile face borisjohnsonshouldnotbepm,NOT,0
hasoc_en_3732,rather worrying gloves maybe check stumps iccworldcup2019 askstar dhonikeepstheglove bcci icc asktheexpert done,NOT,0
hasoc_en_3733,worthy indiastandswithdhoni dhonikeepstheglove,NOT,0
hasoc_en_3734,exactly douchebag,HOF,1
hasoc_en_3735,complete douchebag,HOF,1
hasoc_en_3736,per doctors west bengal onwards write medical prescriptions bengali matter handwriting makes look like tamil doctorsfightback,NOT,0
hasoc_en_3737,lol wish impeachmentinquirynow trumpnatsecrisk trumpisatraitor trumpcolluded trumpobstructed billiondollarloser,NOT,0
hasoc_en_3738,alabama woman claims court letting rapist uncle see kids via,NOT,0
hasoc_en_3739,doctorsprotest doctorsstrike doctorsfightback country different state different political party treatment doctors doctorsfightback westbengal fought back uttarpradesh,NOT,0
hasoc_en_3740,yes better way shameonicc,NOT,0
hasoc_en_3741,icc treat everyone rule ask dhoni put sacrifice badge gloves dhonikeepstheglove,NOT,0
hasoc_en_3742,sir please support us movement condemning attacks doctors convincing government bring stringent laws assaults india message helpful savedoctors doctorsfightback,NOT,0
hasoc_en_3743,everyone waited 4 years see england rains proud moment shameonicc,NOT,0
hasoc_en_3744,cameras gloves indvaus balidanbadge glove balidan feelings msdhoni dhonikeepstheglove icc prevails cwc19 iccwc2019 jo bhi ho india wants victory ausvind match indiawithdhoni meninblue,NOT,0
hasoc_en_3745,icc objection lord bcci overruled dhonikeepstheglove,NOT,0
hasoc_en_3746,bjp mp ananth kumar hegde caught camera beating doctor karnataka hospital savethedoctors doctorsprotest doctorsfightback doctorsstrike,NOT,0
hasoc_en_3747,people said dhonikeepstheglove kept without logo,NOT,0
hasoc_en_3748,hey johnmccainday also fucktrump,NOT,0
hasoc_en_3749,market crash cultural death america choose taking chances market crash obviously panic 18 months ahead election bad place early trump trump2020 maga trumpisatraitor,NOT,0
hasoc_en_3750,dear icc stop dhoni bhai u gonna stop us focus umpires players dhonikeepstheglove iccworldcup2019 dhoni dhonikesaathdesh,NOT,0
hasoc_en_3751,tell barr lying muellers evidence resist resisttrump fucktrump,NOT,0
hasoc_en_3752,homophobia transphobia crimes 43 countries yet america trump administration seemingly encouraged need change vote blue 2020 fucktrump,NOT,0
hasoc_en_3753,dear players offering namaz field urinating field match anything wrong dhonikeepstheglove,NOT,0
hasoc_en_3754,always mahi bhai dont remove glove dhonikeepstheglove,NOT,0
hasoc_en_3755,many better options stop rain willing anythingshameonicc,NOT,0
hasoc_en_3756,doctorsfightback kurban shah case points police officer amp political controversy alleged rival factions ruling tmc trying gain control organisation junior doctors garner votes election state medical bodies,NOT,0
hasoc_en_3757,saw instantly thought fucktrump,NOT,0
hasoc_en_3758,saying england team may play different clubs come together england say problem analogy refuses attend trainingexpects made captain eton privilege borisjohnsonshouldnotbepm,NOT,0
hasoc_en_3759,indvspak played last onebillion people watched rains sunday gonna huge loss financially poor planning cwc19 iccworldcup2019 shameonicc,NOT,0
hasoc_en_3760,randalwilliams rapist heads missouris health dept amp mandated unnecessary pelvic exams 4 women seeking abortions,NOT,0
hasoc_en_3761,u filmed u made walk scene mass shooting dead children present uncovered bodies torn apart guns tell us belief profit life murderer,NOT,0
hasoc_en_3762,icc says msdhoni cannot wear army logo gloves indianarmy balidaanbadge dhonikeepstheglove cricketworldcup2019,NOT,0
hasoc_en_3763,shameonicc poor planning intentional deliberate choices maybe next time participate ipl planning,NOT,0
hasoc_en_3764,isolated event happening every medical college stop consuming yellow journalism donotquestionourhumanity doctorsprotest doctorsfightback doctorsunderoppression,NOT,0
hasoc_en_3765,replied tweet saying something akin oh yeah bullshit said politely fucked next reply chief perennial victim oppression dickhead,HOF,1
hasoc_en_3766,certainly last free man trumpisatraitor,NOT,0
hasoc_en_3767,aiims issues 48 hours ultimatum cm mamata banerjee doctorsfightback aiims,NOT,0
hasoc_en_3768,dhonikeepstheglove write india gloves dont change gloves,NOT,0
hasoc_en_3769,ivanka voting machines coming location near truly upside done fucktrump,NOT,0
hasoc_en_3770,allen solly mens polo rs599 doctorsfightback savebengal amazon flipkart deals dealoftheday amazingdeals offers discount jaishreeram modiforall,NOT,0
hasoc_en_3771,god miss 44 fucktrump waytogivethanks culvercity california greattribute greatpresident obama 44 myreasontosmile trumpwillnevergetmyvote nostreet foryou incali jackass california missesobama gone,NOT,0
hasoc_en_3772,india vs australia match analysis preview engvban engvpak bangladesh indvaus dhonikeeptheglove dhonikeepstheglove teamindia,NOT,0
hasoc_en_3773,allow ms dhoni keep glove attached indian people emotion indiafirst dhonikeeptheglove dhonikeepstheglove dhoni dhoniatcwc19 dhonikeepbalidaanbadgeglove,NOT,0
hasoc_en_3774,doctorsfightback debate arnab live air online watch,NOT,0
hasoc_en_3775,trump urged fire kellyanne conway hatch act violations resist resisttrump fucktrump,NOT,0
hasoc_en_3776,remarkable trumpisatraitor trumpmustgo trumpmustresign happy johnmccainday,NOT,0
hasoc_en_3777,moved 0 chance least 1 polls result pathetic ad keep embarrassing time time priceless douchebag,NOT,0
hasoc_en_3778,first tattoo saying rapist forehead,NOT,0
hasoc_en_3779,dear drs non medico friends please keep twitting wb doctors plight savethedoctors doctorsfightback tag weekend dont allow movement weaken reach higher authority take strong action,NOT,0
hasoc_en_3780,pedophiles rapist money commit even murder never face consequence,NOT,0
hasoc_en_3781,four years wait watch rains england poor icc unable cover grounds shameonicc worldcup2019,NOT,0
hasoc_en_3782,would reunited 2003 dad passed esophageal cancer gave champion purebred mutt 13 yrs never wouldve nineyear break together eternally rest well fredzino oh yeah fucktrump johnmccaindayjune14,NOT,0
hasoc_en_3783,thoughts borisjohnson borisjohnsonshouldnotbepm,NOT,0
hasoc_en_3784,etsy shop trump nixon covfefe crook president tshirt clothing shirt trump nixon president protest impeach resist fucktrump taxday muellerreport lindseygraham barrhearing barrlied barrcoverup impeachbarrandtrump impeachtrumpnow,NOT,0
hasoc_en_3785,respect india dhonikeeptheglove dhonikeepstheglove keeptheglove,NOT,0
hasoc_en_3786,pakinsultsabhi comes across weak minister gave lip service dhonikeepstheglove n left red faced cricketing grates etc keeps mum wants money thats much talk abt boycott pak nothing happened,NOT,0
hasoc_en_3787,weather forecast much advanced driverless car coming nd relying techniques 2000 bc shameonicc,NOT,0
hasoc_en_3788,smdh resist ditchmitch ditchmitch2020 fucktrump voteblue2020 votebluenomatterwho epa air chief gave presentation fringe climate denier event new emails show,NOT,0
hasoc_en_3789,former epa administrators blast trump admin science regulation rollbacks resist resisttrump fucktrump,NOT,0
hasoc_en_3790,remember hawks around foxes eagles saw eyes working obama started regulating environment majestic creatures came back full force fucktrump,NOT,0
hasoc_en_3791,everyone needed put rest thanks clarification oj murderer gimmeabreak theglovedidfitbeforethebloodshrankit,NOT,0
hasoc_en_3792,india toss bat first dhonikeeptheglove dhonikeepstheglove dhonikeepthegloves indvaus indvsaus,NOT,0
hasoc_en_3793,doctorsfightback understand doctorpatient relationship dont differ treatment community charter demands demands met well call 5 mins dr priyanshu sr resident representative resident doctors association aiims,NOT,0
hasoc_en_3794,ind vs pak watch world cup boycottworldcup shameonicc,NOT,0
hasoc_en_3795,got mrblobby take place talks much sense borisjohnson borisjohnsonshouldnotbepm,NOT,0
hasoc_en_3796,hey love india cc dhonikeepstheglove balidaanbadge dhonikesaathdesh balidanbadge,NOT,0
hasoc_en_3797,dhonikeepstheglove complete support dhoni,NOT,0
hasoc_en_3798,hashtag delusionaldonald trumpsaninternationaldisgrace trumpisatraitor trumpisadisgrace trumpisafraud trumpistheenemyofthepeople trumpisanationalsecuritythreat trumplieseverytimehespeaks hereby worstpresidentever trumptantrum resignorbeimpeached fathersday2019,NOT,0
hasoc_en_3799,video starts appropriate trump cartoon trump installed putin amp defending putin murderous dictators ever since trumpisatraitor notmypresident,HOF,1
hasoc_en_3800,ima scam md mansoor khan fraudster behind ima ponzi scam imascam imafraud mansoorkhan bengaluru ponzischeme,HOF,1
hasoc_en_3801,500 doctors already resigned bengal nrs 100 sskm 175 national medical college 20 rg kar 126 north bengal college 119 murshidabad 50 rampurhat 37 burdwan 26 doctorsfightback savethedoctors,NOT,0
hasoc_en_3802,america unthinkable position nationalsecuritythreat trumpcriminalinvestigations trumpisatraitor trumprussia,NOT,0
hasoc_en_3803,fact check trumps fbi claims schiff warner dont hold resist resisttrump fucktrump,NOT,0
hasoc_en_3804,oh really covered ground right btw shameonicc know weather england annaunced iccwc2019 understand thats viratkohli teamindia,NOT,0
hasoc_en_3805,uniforms countries somehow connected nation must love salutes express symbol dhonikeepstheglove,NOT,0
hasoc_en_3806,desire respect law must first make law respectable doctorsfightback,NOT,0
hasoc_en_3807,happy pride month pride2019 lgbtqtogether lgbtq gaypridemonth equalityact nevertrump impeachdonaldtrumpnow fucktrump firegop,NOT,0
hasoc_en_3808,would irresponsible tory mps opt borisjohnsonshouldnotbepm perhaps even irresponsible holding 50 threshold referendum countrys partys sake please go,NOT,0
hasoc_en_3809,borisjohnsonshouldnotbepm please rt,NOT,0
hasoc_en_3810,dhonikeepstheglove indian senior cricketer r taking everything granted respect laws game remove ur gloves,NOT,0
hasoc_en_3811,kid bike cycling road towards decides try show taking cap twirling catching dropped fell bike foot away dickhead,NOT,0
hasoc_en_3812,monday vibes mondaymood mondayvibes resist resisttrump fucktrump bluewave2020 womensrightsarehumanrights,NOT,0
hasoc_en_3813,narcissists new king ojsimpson ojsimpsonisamurderer narcissism delusional murderer,NOT,0
hasoc_en_3814,sur make central govt rule passing responsibility doctorsprotest doctorsfightback,NOT,0
hasoc_en_3815,players need learn swimming near era commentary would like fast swim wickets shameonicc,NOT,0
hasoc_en_3816,dear much hypocrisy humble request fellow indian supporters going watch upcoming matches stadium take balidaanbadge insignia especially indvpak match held on16th june dhonikeepstheglove cwc19 bycotticc,NOT,0
hasoc_en_3817,dear ips team look video police dept also helpless hands politicians work like ips dreamzgkfraud tgsfraud imafraud,NOT,0
hasoc_en_3818,sunday getting hotter best champ hours go indvaus dhonikeepstheglove,NOT,0
hasoc_en_3819,blocked murderer,NOT,0
hasoc_en_3820,love place fucktrump,NOT,0
hasoc_en_3821,thousands spectators flocked england various parts globe severe disappointment rate even fair game anymore iccworldcup shameonicc,NOT,0
hasoc_en_3822,think focus uphelding sports man sprit rather gloves supportdhoni dhonikeepstheglove,NOT,0
hasoc_en_3823,goes circulation tminust im using stamp found etsy cuz fucktrump,NOT,0
hasoc_en_3824,still want impeached didnt show rally idiottrump lyingtrump trumpiscompromised delusionaldon,NOT,0
hasoc_en_3825,world cupumpiring days shameonicc,NOT,0
hasoc_en_3826,captains field toss lands heads captain decides swim first iccworldcup2019 shameonicc cricketworldcup,NOT,0
hasoc_en_3827,icc didnt give permission dhoni wear glove balidaan badge know happens people mess kohli well see happens mess dhoni dhonikeepstheglove worldcup remember tweet,NOT,0
hasoc_en_3828,donthecon dont think whole life ive ever called well duh show mobboss donthedon trumpcrimefamily trumpisacriminal trumpisatraitor trumpisadisgrace,NOT,0
hasoc_en_3829,im pretty sure lose 2020 election im leaving white house without thrashing joint like guns n roses band member heisnotleaving fuckinfuckthisguy fucktrump,NOT,0
hasoc_en_3830,shameonicc guys concerned gloves michael holdings commentary umpires,NOT,0
hasoc_en_3831,said sir trollers wont understand everytime need point troll patriotic crime breaching rules still msd asked remove glove pakistan usual like cowherds dhonikeepstheglove god,NOT,0
hasoc_en_3832,pakistanis expecting win team 0 consistency 1 min 1 min india going badly defeated like always samiibrahim pakvsind fawadchaudhry hindusamarajyadiwas doctorsfightback boycottbankalfalah,NOT,0
hasoc_en_3833,dhonikeepstheglove dhoni love india pride beloved nation dhoni keep wearing glove balidan logo,NOT,0
hasoc_en_3834,sooooo cool im feelin excitement morewomeninoffice warren2020 harris2020 dreamteam2020 womensrightsarehumanrights fucktrump,NOT,0
hasoc_en_3835,well certainly didnt come like total asshole live tv way go taking superiority complex podium amp rabidly doling unsuspecting journalists valid use phrase job belongs douchebag,HOF,1
hasoc_en_3836,oh bit smart andrew id check started thread amp jumped itthat way wont make big arehole normally save lookingi started thread dickhead,HOF,1
hasoc_en_3837,take necessary action stop humanrightsviolations happening west bengal isupportdoctors doctorsprotest doctorsfightback doctorsstrike,NOT,0
hasoc_en_3838,none hitman rohit sharma way shameonicc,NOT,0
hasoc_en_3839,saturdaythoughts saturdaymotivation savethedoctors mamtabanerjee mamtalosingcontrol westbengal bengaldoctorsstrike bengalviolence doctorsprotest doctorsfightback doctorsunderoppression doctor jokes tehc credits,NOT,0
hasoc_en_3840,yephow violate three regulations dhonikeepstheglove,NOT,0
hasoc_en_3841,remove soldier army cant remove army within soldier dhonikeepstheglove,NOT,0
hasoc_en_3842,hindu muslim anyone else rapist punished without delays must room discuss defend issues indianfirst,NOT,0
hasoc_en_3843,purebreds social media advising dhoni get insignia logo tattooed arm calm amp pls practice yoga going forward wanted way hed done begin knows whats right dhonikeepstheglove dhonikeeptheglove,NOT,0
hasoc_en_3844,extinctthegop gop work people american citizens gop uphold oath office goptraitors goptreason treasonous trumpisatraitor impeachtrumpnow,NOT,0
hasoc_en_3845,bad didnt want oh yeah asshole trumpresignnow trumpisatraitor trumpsaninternationaldisgrace,HOF,1
hasoc_en_3846,billclinton clintonfoundation hillaryclinton rapist murderers nypost pedogate clintoncrimes nola nytimes clintonbodycount washingtonpost usa america qanon kag2020 anonymous,NOT,0
hasoc_en_3847,sad disgusting cant take anymore fucktrump,NOT,0
hasoc_en_3848,nothing else matters istandwithnrs doctorsstrike doctorsfightback doctorsunderoppression doctorsagainstassualt,NOT,0
hasoc_en_3849,impeachtrumpnow impeachmentinquirynow fucktrump traitortrump russianasset goptraitors nationaljohnmccainday nationalsecurity threat criminalinchief impeachthemftraitor,NOT,0
hasoc_en_3850,spotted outside trump world tower notmypresident dumptrump fucktrump midtowneast dachshund trump world tower,NOT,0
hasoc_en_3851,70yearold alleged rapist john nomeh among 26 awaiting trial inmates abakaliki prisons freed chief judge ebonyi monday abakaliki read alleged rapists eligible acts clemency rape,NOT,0
hasoc_en_3852,mr johnson mayor london man could prime minister borisjohnsonshouldnotbepm toryleadershipelection,NOT,0
hasoc_en_3853,unfairlaw men aditya pancholi approaches police says afraid fake rape case kangana ranaut today women term men rapist even claim happened 30 yrs back evidence medical verbal word enough speakupman,NOT,0
hasoc_en_3854,enter sarcasm dont need evidence prove anything said true anyone expects proof part fake news media thursdaythoughts impeachtrumpnow trumpisatraitor fucktrump,NOT,0
hasoc_en_3855,icc turns bccis request allow continue wearing army insignia wicketkeeping gloves icc says regulations icc events permit individual message logo displayed items clothing equipment dhonikeepstheglove,NOT,0
hasoc_en_3856,happy john mccain day johnmccain betterthantrump warhero fucktrump,NOT,0
hasoc_en_3857,murderer full hate commit hate crime,NOT,0
hasoc_en_3858,savethedoctors savedoctors doctorsfightback doctorsagainstassault doctorstrike deserve respect arrogance,NOT,0
hasoc_en_3859,hope u get gang banged prison nice life thank god didnt get picture u rapist,HOF,1
hasoc_en_3860,change venue semifinal finals icccwc2019 cwc19 indvnz shameonicc,NOT,0
hasoc_en_3861,day 2 protest continues savethesaviour savebengal saveourdoctors doctorsfightback doctorsprotest,NOT,0
hasoc_en_3862,know story ant amp grasshopper call 80074 80300 book appointment sebi registered investment advisor indvsnz engvwi shameonicc,NOT,0
hasoc_en_3863,earlier bengal known tagore raman bose dada rashgulla one ruining whole doctorsfightback doctorsprotest suffering commons let go back conditions,NOT,0
hasoc_en_3864,7 biggest failures trumponomics resist resisttrump fucktrump,NOT,0
hasoc_en_3865,east turkestan 50 seconds uyghur freeuyghur eastturkistan china stopchina boycottchina genocide rt,NOT,0
hasoc_en_3866,youre idiot imbecile liar know nothing constitution worthless colluder foreign adversary fucktrump impeachtrumppence,HOF,1
hasoc_en_3867,doctorsfightback bengal vs leecheefightback bihar people get proper quality medical services without reservations surely curse blaming leeches today n mangoes tommorrow fighting,NOT,0
hasoc_en_3868,dhonikeepstheglove army insignia political issue indian military respect sheldoncottrell also banned army celebration say iccworldcup2019,NOT,0
hasoc_en_3869,want explain trumpsupporter fucktrump,NOT,0
hasoc_en_3870,focus umpiring issues rather support dhoni ji dhonikeepstheglove msdhoni,NOT,0
hasoc_en_3871,nopoliticswithdoctors doctorsfightback need urgent intervention frm newly formed gov take necessary amp fruitful steps order bring life state back normal,NOT,0
hasoc_en_3872,blackmailing professors parents wont stop us asking belongs us doctorsunderoppression doctorsfightback doctorsuderpression help,NOT,0
hasoc_en_3873,ploy get us another senseless war trump administration making fake evidence framing iran thats kushner talking saudi arabia much boltonisbehindit trumpisatraitor impeachdonaldtrumpnow trumpcrimesyndicate,NOT,0
hasoc_en_3874,fucktrump take nixon add sexual assault add misogyny add pedophilia add bigotry add homophobia add hatred add racism add fascism add despotism add nepotism add treason add climate denial add twitter subtract 50 iq points trump today,HOF,1
hasoc_en_3875,dhoni use temporary tattoo neck logo icc nothing tattooitdhoni dhonikeeptheglove dhonikeepstheglove dhonikeepthegloves wc2019,NOT,0
hasoc_en_3876,youtubes ceo issued nonapology lgbtq people didnt go well resist resisttrump fucktrump,NOT,0
hasoc_en_3877,fucktrump fuckdemocrats fuckrepublicans fuckliberals fuckconservatives disgusting country live goverment pours trillions military industrial complex help people overhere risked lives 911,HOF,1
hasoc_en_3878,rape culture cw know hes like hes another kind rapist,NOT,0
hasoc_en_3879,doctorsfightback situation going controlcritical patients getting treatment doctors strike must respond diffuse situation amp accelerate problem threatening doctors sskm 13 june 2019,NOT,0
hasoc_en_3880,supporters made trumptantrum trumpliesmatter trumpisacriminal trumpisatraitor,HOF,1
hasoc_en_3881,whole country mahi countrys pride comes first matter win game play match pride para martyrs always support dhoni teamindia dhonikeepstheglove dhonikeeptheglove dhonikeepthegloves,NOT,0
hasoc_en_3882,icc stop dhoni cant stop fans jaihind msd dhonikeepstheglove cwc19 balidanbadge iccwc2019 iccversusindia iccworldcup iccwc19 gabbar shikhardhawan rohit indvaus bleedblue sachinopenagain askstar worldcup2019 cricketworldcup,NOT,0
